"OldTable","OldColumn","LegacyDataType","NewTable","NewColumn","TargetAvailability","TransformationRule","MandatoryDefaultRule","HistoryStrategy","MigrationDependency","MappingConfidence","Notes"
"T_AUDIT_CHECKLIST_SUB_CHANGE","N_S_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_CHANGE","SUB_PROCESS","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_CHANGE","STATUS","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_CHANGE","WEIGHT_ASSIGNED","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_CHANGE","RISK_SEQUENCE","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_CHANGE","N_WEIGHT_ASSIGNED","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_CHANGE","N_RISK_SEQUENCE","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_MERGER","S_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_MERGER","M_SID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_MERGER","STATUS","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CRITERIA","ID","NUMBER","tbl_plan_criteria","plan_criteria_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Criteria matrix."
"T_AUDIT_CRITERIA","ENTITY_TYPEID","NUMBER","tbl_plan_criteria","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Criteria matrix."
"T_AUDIT_CRITERIA","SIZE_ID","NUMBER","tbl_plan_criteria","size_band_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Criteria matrix."
"T_AUDIT_CRITERIA","RISK_ID","NUMBER","tbl_plan_criteria","risk_rating_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Criteria matrix."
"T_AUDIT_CRITERIA","FREQUENCY_ID","NUMBER","tbl_plan_criteria","frequency_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Criteria matrix."
"T_AUDIT_CRITERIA","NO_OF_DAYS","NUMBER","tbl_plan_criteria","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Criteria matrix."
"T_AUDIT_CRITERIA","VISIT","VARCHAR2","tbl_plan_criteria","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Criteria matrix."
"T_AUDIT_CRITERIA","APPROVAL_STATUS","NUMBER","tbl_plan_criteria","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Criteria matrix."
"T_AUDIT_CRITERIA","AUDITPERIODID","NUMBER","tbl_plan_criteria","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Criteria matrix."
"T_AUDIT_CRITERIA","NO_OF_ENTITY","NUMBER","tbl_plan_criteria","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Criteria matrix."
"T_AUDIT_CRITERIA","CREATED_BY","NUMBER","tbl_plan_criteria","created_by","ExistingTableExistingColumn","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","Criteria matrix."
"T_AUDIT_CRITERIA","CRITERIA_SUBMITTED","VARCHAR2","tbl_plan_criteria","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Criteria matrix."
"T_AUDIT_CRITERIA","ENTITY_ID","NUMBER","tbl_plan_criteria","entity_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Medium","Criteria matrix."
"T_AUDIT_CRITERIA_LOG","ID","NUMBER","tbl_engagement_criteria_history","engagement_criteria_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Medium","Criteria history requires DDL extension."
"T_AUDIT_CRITERIA_LOG","C_ID","NUMBER","tbl_engagement_criteria_history","engagement_criteria_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Medium","Criteria history requires DDL extension."
"T_AUDIT_CRITERIA_LOG","STATUS_ID","NUMBER","tbl_engagement_criteria_history","status_id","RequiredTable","Map legacy status identifier/text to normalized lookup.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Medium","Criteria history requires DDL extension."
"T_AUDIT_CRITERIA_LOG","CREATEDBY_ID","NUMBER","tbl_engagement_criteria_history","engagement_criteria_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Medium","Criteria history requires DDL extension."
"T_AUDIT_CRITERIA_LOG","CREATED_ON","DATE","tbl_engagement_criteria_history","created_on","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Medium","Criteria history requires DDL extension."
"T_AUDIT_CRITERIA_LOG","REMARKS","VARCHAR2","tbl_engagement_criteria_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Low","Criteria history requires DDL extension."
"T_AUDIT_CRITERIA_LOG","UPDATED_BY","NUMBER","tbl_engagement_criteria_history","modified_by","RequiredTable","Resolve legacy PP/user identifier to tbl_user.user_id.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","Criteria history requires DDL extension."
"T_AUDIT_CRITERIA_LOG","LAST_UPDATED_ON","DATE","tbl_engagement_criteria_history","modified_on","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Medium","Criteria history requires DDL extension."
"T_AUDIT_EMP","PPNO","NUMBER","REVIEW_REQUIRED","user_id","ReviewRequired","Resolve legacy PPNO to tbl_user.user_id crosswalk.","Use IAS_ZTBL default if legacy value is null.","Review","Requires tbl_user migration and PPNO-to-user_id crosswalk.","Medium","No confident automatic target mapping."
"T_AUDIT_EMP","DEPARTMENTCODE","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","DEPTARMENT","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","EMPLOYEEFIRSTNAME","VARCHAR2","REVIEW_REQUIRED","name","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","EMPLOYEELASTNAME","VARCHAR2","REVIEW_REQUIRED","name","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","RANKCODE","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","CURRENT_RANK","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","DESIGNATIONCODE","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","FUN_DESIGNATION","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","TYPE","CHAR","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_EMP","ENTITY_ID","NUMBER","REVIEW_REQUIRED","entity_id","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires tbl_entity migration and entity-code crosswalk.","Medium","No confident automatic target mapping."
