JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\fad-risk-control-panel.js:485,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,saveSubProcess,/FADRiskControlPanel/SaveSubProcess,POST,FADRiskControlPanel.SaveSubProcess,"processId, subProcessId, code, name, gravityId, isActive",,P_SAVE_SUB_PROCESS,PKG_FAD_RISK.P_SAVE_SUB_PROCESS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:516,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,saveAnnexure,/FADRiskControlPanel/SaveAnnexure,POST,FADRiskControlPanel.SaveAnnexure,"subProcessId, annexureId, code, name, isActive",,P_SAVE_ANNEXURE,PKG_FAD_RISK.P_SAVE_ANNEXURE,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:516,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,saveAnnexure,/FADRiskControlPanel/SaveAnnexure,POST,FADRiskControlPanel.SaveAnnexure,"subProcessId, annexureId, code, name, isActive",,P_SAVE_SUBPROC_ANNEX,PKG_FAD_RISK.P_SAVE_SUBPROC_ANNEX,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:533,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,loadMainKpis,/FADRiskControlPanel/GetMainKpi,GET,FADRiskControlPanel.GetMainKpi,,,P_GET_KPI_MAIN,PKG_FAD_RISK.P_GET_KPI_MAIN,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:603,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,loadSubKpis,/FADRiskControlPanel/GetSubKpiByMain,GET,FADRiskControlPanel.GetSubKpiByMain,kpiMainId,kpiMainId,P_GET_KPI_SUB,PKG_FAD_RISK.P_GET_KPI_SUB,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:676,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,loadProcesses,/FADRiskControlPanel/GetProcessBySubKpi,GET,FADRiskControlPanel.GetProcessBySubKpi,kpiSubId,kpiSubId,P_GET_PROCESS,PKG_FAD_RISK.P_GET_PROCESS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:749,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,loadSubProcesses,/FADRiskControlPanel/GetSubProcessByProcess,GET,FADRiskControlPanel.GetSubProcessByProcess,processId,processId,P_GET_SUB_PROCESS,PKG_FAD_RISK.P_GET_SUB_PROCESS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:820,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,loadAnnexures,/FADRiskControlPanel/GetAnnexureBySubProcess,GET,FADRiskControlPanel.GetAnnexureBySubProcess,subProcessId,subProcessId,P_GET_SUBPROC_ANNEX,PKG_FAD_RISK.P_GET_SUBPROC_ANNEX,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:856,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,loadGravityOptions,/FADRiskControlPanel/GetGravity,GET,FADRiskControlPanel.GetGravity,,,P_GET_GRAVITY,PKG_FAD_RISK.P_GET_GRAVITY,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:80,AIS\Views\FAD\FAD_TASK\observation_review.cshtml:121,getEngagementDetails,/ApiCalls/get_engagements_details_for_fad_review,POST,ApiCalls.get_engagements_details_for_fad_review,ENTITY_ID,"ENTITY_ID, option",GetEngagementDetailsForFadReview,pkg_fad.p_get_audit_engagement,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | JS sends parameters not present in controller signature: option",Add the missing DBConnection hardening statements around the OracleCommand. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:111,AIS\Views\FAD\FAD_TASK\observation_review.cshtml:121,loadObservationDetails,/ApiCalls/get_observation_details_for_report,POST,ApiCalls.get_observation_details_for_report,ENG_ID,ENG_ID,GetAuditDetailsFAD,pkg_fad.p_get_audit_glance,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:142,AIS\Views\FAD\FAD_TASK\observation_review.cshtml:121,viewReport,/ApiCalls/get_audit_report_for_fad_review,POST,ApiCalls.get_audit_report_for_fad_review,"RPT_ID, ENG_ID","ENG_ID, RPT_ID",GetAuditReportForFadReview,pkg_fad.p_get_audit_Report,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_observation_review.js:207,AIS\Views\FAD\FAD_TASK\observation_review.cshtml:121,viewPara,/ApiCalls/get_observation_details_for_fad,POST,ApiCalls.get_observation_details_for_fad,OBS_ID,OBS_ID,GetObservationDetailsForReport,pkg_fad.p_get_audit_observtion,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_FAD_FAD_TASK_para_shifting.js:81,AIS\Views\FAD\FAD_TASK\para_shifting.cshtml:90,shiftParas,/ApiCalls/Para_Shifted_To,POST,ApiCalls.Para_Shifted_To,"OBS_IDS, NEW_ENT_ID, OLD_ENT_ID, P_INDS","NEW_ENT_ID, OBS_IDS, OLD_ENT_ID, P_INDS, option",ParaShiftedTo,pkg_fad.P_PARA_SHIFTING,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"Controller uses complex model binding; JS data keys require model-level verification. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand. | Confirm JS data keys match the bound request/model properties.
AIS\Views\FAD\AuthorizeParaStatus.cshtml:5:9,AIS\Views\FAD\AuthorizeParaStatus.cshtml:5,loadRequests,/ApiCalls/GET_PARA_STATUS_AUTHORIZATION,GET,ApiCalls.GET_PARA_STATUS_AUTHORIZATION,,,GETPARASTATUSAUTHORIZATION,PKG_FAD.P_GET_PARA_STATUS_AUTHORIZATION,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\Views\FAD\ChangeParaStatus.cshtml:5:45,AIS\Views\FAD\ChangeParaStatus.cshtml:5,findParas,/ApiCalls/GET_PARA_STATUS_CHANGE_REQUEST,GET,ApiCalls.GET_PARA_STATUS_CHANGE_REQUEST,"entityId, status","entityId, status",GETPARASTATUSCHANGEREQUEST,PKG_FAD.P_GET_PARA_STATUS_REQUEST,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\Views\FAD\ChangeParaStatus.cshtml:5:60,AIS\Views\FAD\ChangeParaStatus.cshtml:5,viewParaText,/ApiCalls/GetIASPARATEXT,GET,ApiCalls.GetIASPARATEXT,comId,comId,GetIASParaText,pkg_FAD.P_GET_IAS_PARA_TEXT,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\Views\HM\SbpObservationRegister.cshtml:328:1205,AIS\Views\HM\SbpObservationRegister.cshtml:328,getTodayForInput,/ApiCalls/RequestDeleteObservation,POST,ApiCalls.RequestDeleteObservation,dto,,RequestDeleteObservation,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\Views\HM\SbpObservationRegister.cshtml:328:1236,AIS\Views\HM\SbpObservationRegister.cshtml:328,error,/ApiCalls/RequestDeleteResponse,POST,ApiCalls.RequestDeleteResponse,dto,,RequestDeleteResponse,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\Views\HM\SbpObservationRegister.cshtml:328:1262,AIS\Views\HM\SbpObservationRegister.cshtml:328,error,/ApiCalls/ApproveRequest,POST,ApiCalls.ApproveRequest,dto,,ApproveRequest,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\Views\HM\SbpObservationRegister.cshtml:328:1294,AIS\Views\HM\SbpObservationRegister.cshtml:328,error,/ApiCalls/RejectRequest,POST,ApiCalls.RejectRequest,dto,,RejectRequest,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\Views\HM\SbpObservationRegister.cshtml:328:1325,AIS\Views\HM\SbpObservationRegister.cshtml:328,error,/ApiCalls/RequestReverse,POST,ApiCalls.RequestReverse,dto,,RequestReverse,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\Views\Sampling\ExceptionMonitoring.cshtml:22:17,AIS\Views\Sampling\ExceptionMonitoring.cshtml:22,loadExceptionEntities,/ApiCalls/get_exception_monitor_entities,GET,ApiCalls.get_exception_monitor_entities,,,GetExceptionMonitorEntities,PKG_SM.P_GET_EXCEPTION_MONITOR_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\Views\Sampling\ExceptionMonitoring.cshtml:22:63,AIS\Views\Sampling\ExceptionMonitoring.cshtml:22,loadExceptionDetails,/ApiCalls/get_exception_monitor_details,GET,ApiCalls.get_exception_monitor_details,eng_id,eng_id,GetExceptionMonitorDetails,PKG_SM.P_GET_EXCEPTION_MONITOR_DETAILS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\Views\Sampling\ExceptionMonitoring.cshtml:22:158,AIS\Views\Sampling\ExceptionMonitoring.cshtml:22,regenerateException,/ApiCalls/regenerate_exception,POST,ApiCalls.regenerate_exception,"eng_id, er_id","eng_id, er_id",RegenerateException,PKG_SM.P_REGENERATE_EXCEPTION,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
